grid_size,num_robots,iteration,seed,coverage_time,total_steps,coverage_pct,robots_completed,total_coverage,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119,r120,r121,r122,r123,r124,r125,r126,r127,r128,r129,r130,r131,r132,r133,r134,r135,r136,r137,r138,r139,r140,r141,r142,r143,r144,r145,r146,r147,r148,r149,r150,r151,r152,r153,r154,r155,r156,r157,r158,r159,r160,r161,r162,r163,r164,r165,r166,r167,r168,r169,r170,r171,r172,r173,r174,r175,r176,r177,r178,r179,r180,r181,r182,r183,r184,r185,r186,r187,r188,r189,r190,r191,r192,r193,r194,r195,r196,r197,r198,r199,r200,r201,r202,r203,r204,r205,r206,r207,r208,r209,r210,r211,r212,r213,r214,r215,r216,r217,r218,r219,r220,r221,r222,r223,r224,r225,r226,r227,r228,r229,r230,r231,r232,r233,r234,r235,r236,r237,r238,r239,r240,r241,r242,r243,r244,r245,r246,r247,r248,r249,r250,r251,r252,r253,r254,r255,r256,r257,r258,r259,r260,r261,r262,r263,r264,r265,r266,r267,r268,r269,r270,r271,r272,r273,r274,r275,r276,r277,r278,r279,r280,r281,r282,r283,r284,r285,r286,r287,r288,r289,r290,r291,r292,r293,r294,r295,r296,r297,r298,r299,r300,r301,r302,r303,r304,r305,r306,r307,r308,r309,r310,r311,r312,r313,r314,r315,r316,r317,r318,r319,r320,r321,r322,r323,r324,r325,r326,r327,r328,r329,r330,r331,r332,r333,r334,r335,r336,r337,r338,r339,r340,r341,r342,r343,r344,r345,r346,r347,r348,r349,r350,r351,r352,r353,r354,r355,r356,r357,r358,r359,r360,r361,r362,r363,r364,r365,r366,r367,r368,r369,r370,r371,r372,r373,r374,r375,r376,r377,r378,r379,r380,r381,r382,r383,r384,r385,r386,r387,r388,r389,r390,r391,r392,r393,r394,r395,r396,r397,r398,r399,r400,r401,r402,r403,r404,r405,r406,r407,r408,r409,r410,r411,r412,r413,r414,r415,r416,r417,r418,r419,r420,r421,r422,r423,r424,r425,r426,r427,r428,r429,r430,r431,r432,r433,r434,r435,r436,r437,r438,r439,r440,r441,r442,r443,r444,r445,r446,r447,r448,r449,r450,r451,r452,r453,r454,r455,r456,r457,r458,r459,r460,r461,r462,r463,r464,r465,r466,r467,r468,r469,r470,r471,r472,r473,r474,r475,r476,r477,r478,r479,r480,r481,r482,r483,r484,r485,r486,r487,r488,r489,r490,r491,r492,r493,r494,r495,r496,r497,r498,r499
50,200,11,11,40,40,100.0,200,2325,11,11,10,12,6,8,7,17,16,12,14,13,12,6,7,20,10,33,13,11,13,16,20,15,4,5,10,4,9,8,8,12,4,14,21,20,8,11,24,9,16,13,11,9,10,9,14,33,12,6,5,17,14,8,14,4,17,14,19,8,6,12,15,4,9,11,12,1,10,14,14,8,12,11,10,17,18,9,12,8,11,11,5,5,13,21,14,11,17,19,14,4,9,5,17,16,6,14,9,8,11,10,9,12,5,13,13,7,14,17,13,10,9,11,7,10,4,30,12,14,10,11,9,12,9,12,7,12,12,7,4,12,10,31,16,16,17,11,5,15,10,15,16,7,18,9,4,18,12,14,18,12,7,4,11,19,14,4,12,16,8,7,10,17,17,3,9,11,14,13,13,11,10,13,7,12,10,4,14,12,5,9,2,8,8,8,9,16,6,28,6,14,33,5,11,7,15,15,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,12,12,91,91,100.0,200,2325,9,13,8,13,29,8,7,2,11,11,11,14,7,5,8,10,20,19,13,9,9,7,8,14,15,12,11,6,20,8,16,6,22,7,9,7,10,6,12,17,24,11,17,14,7,59,16,7,12,9,13,8,14,12,10,10,7,9,8,6,7,13,25,6,8,15,32,11,6,12,26,13,12,14,7,13,10,6,11,10,4,13,9,8,3,18,20,9,18,14,11,10,13,22,10,4,15,9,12,14,5,9,14,5,13,5,18,14,9,23,10,10,9,13,8,28,10,2,18,12,13,15,22,15,11,8,8,5,9,8,11,6,6,15,13,12,8,8,14,9,9,14,15,14,18,4,9,3,7,14,8,7,6,8,12,13,15,11,8,16,8,7,6,11,17,15,9,9,17,13,15,10,10,25,9,8,8,3,13,5,7,8,23,5,5,5,8,12,7,13,14,11,9,25,12,5,10,9,16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,13,13,39,39,100.0,200,2325,10,6,5,5,12,14,20,8,9,23,30,11,21,10,17,6,3,8,6,13,5,13,11,16,12,9,7,14,15,12,13,13,11,19,21,12,5,11,7,9,11,11,10,16,13,9,9,25,12,6,10,12,10,18,9,10,10,4,3,8,21,7,10,10,7,10,17,6,12,10,24,9,7,17,23,16,13,7,11,13,11,7,6,11,9,13,6,3,7,9,12,7,12,8,11,18,20,16,18,8,16,13,12,16,12,16,9,5,15,10,13,11,13,29,9,13,11,9,13,11,32,11,13,10,6,21,12,13,27,12,8,5,9,16,9,19,9,15,5,8,10,15,13,13,9,12,10,6,21,6,17,7,5,14,10,8,6,15,11,10,6,16,3,13,14,21,12,23,13,13,10,7,15,11,6,9,5,13,9,13,6,8,7,11,19,21,7,17,17,9,13,9,7,6,6,6,8,10,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,14,14,64,64,100.0,200,2325,18,9,21,6,12,17,24,7,10,11,11,14,13,10,15,9,10,15,18,9,5,8,20,10,12,13,13,8,11,13,10,6,8,9,10,18,14,7,14,9,9,10,20,8,12,10,24,12,7,6,14,9,4,5,10,12,12,7,12,8,10,15,11,16,11,12,5,7,10,8,40,12,8,11,8,10,33,6,17,8,7,12,8,12,16,8,13,9,11,14,18,9,12,17,10,13,12,5,7,9,8,10,15,14,6,5,11,13,12,6,12,8,3,22,9,6,15,17,12,16,21,2,12,40,8,9,17,10,5,22,8,7,17,15,10,3,12,8,13,19,9,11,25,15,10,4,4,8,7,9,21,11,14,9,6,14,14,4,10,9,9,7,6,30,5,8,19,18,4,8,7,7,5,47,9,10,11,12,15,9,11,7,9,34,19,7,13,15,7,11,7,9,2,9,16,8,12,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,15,15,50,50,100.0,200,2325,19,12,44,14,7,16,8,23,5,4,10,14,7,13,15,7,17,6,13,13,12,15,10,10,7,15,15,18,5,7,13,10,20,12,8,2,8,18,9,22,11,15,6,16,9,10,3,8,5,11,13,13,12,12,13,44,10,10,17,9,6,14,11,17,16,15,9,12,9,12,18,12,9,5,15,8,6,10,10,7,8,14,5,16,35,11,12,18,10,10,6,9,18,11,24,19,5,22,12,10,5,13,10,11,20,8,12,10,11,14,8,7,11,21,5,15,10,14,18,15,13,6,10,14,10,11,33,6,7,9,9,8,7,12,13,12,10,9,16,10,20,8,28,8,13,13,3,5,8,9,8,3,12,11,30,4,4,9,8,13,10,11,9,10,10,6,6,9,8,13,19,4,9,7,13,3,11,9,7,13,14,15,12,11,2,10,14,8,4,9,16,11,7,10,7,9,11,14,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,16,16,41,41,100.0,200,2325,12,14,10,11,6,10,23,6,11,16,9,13,3,7,8,12,10,6,6,5,10,7,17,15,13,9,8,5,16,18,6,14,19,17,15,11,11,12,12,14,4,13,12,10,8,11,12,19,21,14,23,5,14,8,6,11,21,5,10,14,10,19,21,13,14,11,24,9,11,10,14,17,16,10,6,13,12,11,13,11,5,9,14,12,19,5,8,10,14,14,7,17,8,9,9,7,8,10,9,8,19,9,9,9,7,5,18,14,6,20,5,23,11,4,7,14,12,7,19,19,11,14,14,11,10,5,3,7,12,6,2,25,12,8,5,11,4,13,12,19,12,12,13,18,18,29,25,16,10,7,14,9,10,9,12,13,14,14,10,9,21,12,12,7,20,16,10,10,10,3,12,15,8,19,5,13,5,9,13,22,8,9,8,15,3,12,15,12,11,2,13,9,7,8,20,26,13,2,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,17,17,55,55,100.0,200,2325,14,10,17,11,12,5,15,9,12,9,12,14,13,5,10,15,14,5,8,16,9,13,11,12,15,12,12,10,10,10,9,14,9,5,16,6,6,13,31,4,18,12,32,12,9,9,12,12,7,12,19,10,8,3,18,7,8,10,7,8,13,17,11,13,25,10,22,11,12,5,21,7,15,6,9,9,9,9,27,8,9,6,9,16,3,9,10,10,9,12,33,12,12,17,8,12,11,13,11,8,2,3,14,11,5,12,15,10,10,5,34,13,17,12,22,7,5,7,13,41,11,32,13,14,8,7,8,9,14,8,13,6,16,14,14,10,9,8,9,6,9,12,8,9,12,12,8,8,10,15,4,11,11,9,6,15,8,7,13,11,6,12,11,9,11,11,15,35,22,10,21,6,15,8,9,9,7,12,3,9,11,11,12,1,6,13,13,9,21,12,16,6,7,7,11,16,14,9,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,18,18,45,45,100.0,200,2325,20,12,20,12,9,9,14,12,8,7,7,9,19,8,8,13,9,5,11,19,17,5,7,16,11,6,7,11,11,7,15,8,12,8,10,15,10,13,12,8,15,8,9,5,10,12,16,7,10,10,7,22,8,7,21,8,13,9,8,10,6,6,11,9,12,6,11,14,13,11,8,26,9,16,13,14,11,14,10,20,14,7,17,3,12,11,14,17,10,10,15,9,18,15,8,7,12,9,8,10,27,11,14,15,7,9,9,14,27,5,10,15,14,7,11,4,8,5,8,10,16,1,6,19,17,13,7,23,11,17,9,11,11,18,14,9,17,4,10,8,12,16,15,10,8,7,28,9,8,8,22,9,5,6,12,15,12,7,37,6,8,11,16,7,11,9,7,7,8,5,22,10,18,9,13,8,7,14,11,11,21,11,7,11,15,9,20,12,13,14,14,13,9,20,15,5,17,16,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,19,19,90,90,100.0,200,2325,13,13,10,6,10,8,15,6,13,7,20,13,15,5,11,12,4,11,18,7,6,11,9,7,10,11,9,14,3,10,4,13,14,6,12,4,9,10,65,13,10,15,21,10,11,8,5,10,14,6,16,14,13,13,12,15,15,25,8,12,10,12,13,15,7,11,10,13,12,5,9,12,6,11,20,3,9,8,9,9,6,16,10,7,12,4,11,11,6,9,9,13,13,12,12,10,20,13,14,9,7,14,7,11,7,8,16,7,26,5,11,23,6,9,12,8,13,7,18,9,23,9,9,14,15,13,14,10,14,13,22,19,15,14,8,11,47,9,9,8,11,10,9,6,9,4,30,5,11,10,48,7,9,6,9,12,6,8,6,13,6,13,12,8,8,9,19,12,10,16,18,9,12,9,9,10,11,11,3,8,13,20,10,7,5,18,9,9,10,13,13,23,13,12,7,11,8,9,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,20,20,101,101,100.0,200,2325,4,2,12,7,20,7,6,16,12,17,10,10,20,8,12,16,12,12,5,8,7,9,5,27,12,9,19,5,12,41,14,6,8,9,9,13,8,12,7,11,5,11,6,8,14,13,7,8,11,6,7,7,17,13,10,19,5,12,10,7,13,10,9,4,11,15,21,12,9,12,14,15,8,11,8,10,20,11,6,12,14,13,6,19,18,5,8,9,7,8,8,24,4,9,8,16,21,12,10,8,4,12,6,5,13,12,3,10,7,10,13,10,9,4,13,14,15,3,20,7,20,20,10,13,10,22,11,10,13,9,7,5,11,10,6,13,3,6,14,8,7,5,3,9,7,9,13,13,25,9,62,13,6,13,16,27,19,34,18,10,13,5,43,24,8,10,12,13,13,9,9,4,6,8,25,11,12,17,15,21,10,14,4,15,11,7,11,11,17,15,20,11,7,5,5,9,4,5,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,21,21,48,48,100.0,200,2325,18,9,6,11,12,13,8,19,14,6,13,12,8,19,13,11,26,6,9,9,14,15,14,9,29,14,12,14,10,2,5,21,12,16,7,11,10,5,20,14,18,14,7,12,18,9,4,14,12,9,9,9,9,13,3,17,4,9,4,8,8,10,11,22,13,22,15,6,9,5,17,17,8,32,14,9,11,7,12,6,9,5,20,7,12,11,13,14,7,34,6,13,21,8,8,10,5,10,9,10,6,12,8,15,13,9,10,12,10,12,8,16,30,4,5,11,16,28,7,22,21,6,10,14,11,7,18,9,13,11,26,5,8,19,8,6,22,13,9,6,18,9,11,2,15,14,8,9,9,15,17,12,9,8,4,14,8,8,20,10,10,2,8,8,4,9,4,9,9,10,18,14,12,12,14,29,10,2,6,11,21,11,6,9,9,5,7,14,8,10,16,14,14,7,14,16,10,15,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,22,22,54,54,100.0,200,2325,15,9,9,7,12,9,17,10,16,5,7,7,13,21,11,8,17,7,26,10,11,22,20,5,11,8,8,21,26,13,8,9,9,10,11,13,12,19,12,8,17,34,8,24,5,15,18,9,10,14,10,12,12,7,6,39,10,11,5,8,14,17,13,11,7,6,12,6,12,9,15,5,8,11,15,10,12,3,13,9,11,27,12,5,22,12,26,5,6,7,8,19,8,7,14,9,17,14,9,10,8,7,14,12,7,5,24,9,11,6,18,19,11,9,18,14,8,11,16,12,3,11,13,7,10,11,21,4,7,8,17,4,13,7,12,11,19,8,6,6,5,7,37,7,4,7,18,5,12,6,3,9,8,10,6,10,4,17,10,17,9,17,8,12,3,12,9,19,15,8,10,10,13,11,10,17,10,12,6,6,10,10,16,13,7,8,10,9,18,11,22,4,14,22,15,10,11,11,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,23,23,90,90,100.0,200,2325,8,6,7,12,9,15,13,3,12,13,15,15,4,21,9,30,7,12,10,12,6,4,6,12,4,5,11,22,7,18,10,6,18,12,11,9,11,15,9,12,27,9,5,8,7,8,15,11,9,9,24,13,8,27,13,16,20,12,5,6,9,10,9,17,13,29,6,29,6,29,12,17,18,2,8,12,12,13,11,14,9,11,15,7,11,5,14,9,7,4,12,7,10,9,7,9,17,6,10,10,6,8,14,18,16,15,13,3,15,4,14,14,8,7,7,17,3,8,26,9,7,19,24,6,11,8,11,10,8,12,15,8,12,4,11,12,15,12,14,16,15,21,12,4,9,11,10,18,9,5,16,9,3,19,13,7,5,10,10,15,10,12,12,14,9,8,17,16,15,15,2,9,13,11,11,5,6,21,14,11,6,3,24,13,16,12,14,7,8,9,47,8,9,18,11,7,14,15,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,24,24,75,75,100.0,200,2325,16,8,23,5,9,44,6,8,7,24,14,14,6,7,8,14,8,9,8,9,10,7,13,10,9,12,5,10,16,21,9,7,13,33,12,16,7,10,23,12,16,8,13,8,14,9,12,2,8,12,11,16,11,15,11,29,23,7,13,12,9,13,7,15,12,5,6,15,7,11,11,9,6,5,12,18,11,11,13,11,16,16,6,19,11,15,5,5,4,8,5,12,15,20,12,18,8,6,12,19,13,7,5,14,5,11,6,12,12,15,10,3,6,12,7,8,13,3,10,9,8,15,3,19,19,7,7,10,6,12,11,20,5,11,11,17,5,15,4,15,8,11,7,6,10,8,9,10,8,12,14,10,7,16,23,17,2,12,22,20,6,10,8,10,6,7,14,11,56,11,13,18,11,10,5,12,4,16,16,21,12,6,17,11,13,10,12,3,11,37,19,8,9,14,11,8,11,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,200,25,25,45,45,100.0,200,2325,28,11,4,17,16,15,17,6,10,17,12,10,15,11,8,8,9,12,10,13,13,12,7,10,5,13,9,15,7,12,13,3,6,13,26,12,3,16,9,13,9,17,24,4,15,10,13,10,15,9,8,13,13,6,10,3,13,23,8,22,15,7,10,22,19,17,7,6,15,3,15,11,6,12,14,22,26,10,21,11,21,9,15,11,20,13,10,20,9,12,15,4,9,12,9,12,3,11,6,13,12,16,8,8,11,13,13,4,8,19,10,27,3,9,6,7,8,16,1,4,11,10,6,20,5,9,10,2,17,15,9,14,5,13,6,11,6,9,9,11,7,10,8,11,13,15,4,7,4,11,10,11,19,18,18,5,14,23,14,6,8,25,14,9,15,12,3,14,38,6,5,25,7,7,15,7,8,12,6,6,9,18,20,7,14,21,5,10,13,13,11,8,11,10,4,10,11,21,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,250,1,1,79,79,100.0,250,2325,13,4,12,11,9,5,8,7,10,14,4,8,11,8,6,19,17,10,14,4,3,7,10,10,8,9,14,10,13,11,3,7,10,7,11,9,5,9,12,14,4,10,5,7,12,11,10,20,4,13,10,5,11,8,5,8,15,4,5,9,9,10,8,14,7,10,8,10,7,16,4,9,5,11,17,9,7,10,28,9,8,4,4,17,28,7,41,10,10,10,16,12,10,10,7,12,10,20,7,3,14,11,12,6,9,14,14,10,12,6,7,7,5,11,6,11,3,2,4,12,11,12,6,10,11,7,16,9,10,13,15,9,9,6,12,13,13,8,15,10,11,17,4,11,3,11,8,3,7,7,13,3,15,5,5,7,13,6,8,5,10,7,11,6,10,6,11,8,12,2,5,35,8,11,6,10,4,5,14,9,18,5,5,7,12,10,6,9,21,4,10,10,10,13,7,6,7,7,6,8,16,11,6,7,5,16,12,9,4,10,8,11,5,4,14,6,10,9,11,5,8,6,14,3,9,4,7,2,6,10,10,10,7,10,8,6,10,5,8,7,6,7,7,9,1,6,6,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,250,2,2,46,46,100.0,250,2325,16,11,8,12,9,6,32,9,10,3,12,14,7,13,6,9,13,12,13,4,11,6,13,11,7,7,11,11,7,9,2,7,14,3,16,10,13,13,8,10,8,9,9,12,11,10,4,12,11,9,9,5,10,7,4,5,5,7,6,9,9,15,13,22,8,7,14,3,6,12,5,10,7,3,7,12,7,14,7,6,5,7,17,7,5,8,6,5,13,17,12,12,6,5,13,3,10,9,6,20,13,4,12,6,15,3,5,3,10,11,7,3,7,7,3,16,5,5,17,19,6,16,21,9,6,13,6,4,13,10,11,14,8,10,11,10,16,9,13,34,14,8,14,8,9,12,17,6,13,7,7,9,12,13,16,6,10,8,10,6,5,11,5,12,11,4,9,11,8,12,7,5,6,3,9,11,7,12,4,14,6,9,7,9,10,13,7,8,7,5,2,15,7,11,5,13,6,19,9,11,13,9,7,6,3,11,7,4,7,6,7,9,6,8,15,6,12,6,11,9,12,11,6,3,7,7,14,13,5,10,22,5,13,5,6,6,9,12,8,10,6,7,11,6,9,8,7,5,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
