grid_size,num_robots,seed,time_taken,total_steps,coverage_pct,completeness,collisions,frozen_robots,overlap_area,robots_completed,avg_cells_per_robot,avg_path_per_robot,total_coverage,area_R1,area_R2,area_R3,area_R4,area_R5,area_R6,area_R7,area_R8,area_R9,area_R10,area_R11,area_R12,area_R13,area_R14,area_R15,area_R16,area_R17,area_R18,area_R19,area_R20,area_R21,area_R22,area_R23,area_R24,area_R25,area_R26,area_R27,area_R28,area_R29,area_R30,area_R31,area_R32,area_R33,area_R34,area_R35,area_R36,area_R37,area_R38,area_R39,area_R40,area_R41,area_R42,area_R43,area_R44,area_R45,area_R46,area_R47,area_R48,area_R49,area_R50,area_R51,area_R52,area_R53,area_R54,area_R55,area_R56,area_R57,area_R58,area_R59,area_R60,area_R61,area_R62,area_R63,area_R64,area_R65,area_R66,area_R67,area_R68,area_R69,area_R70,area_R71,area_R72,area_R73,area_R74,area_R75,area_R76,area_R77,area_R78,area_R79,area_R80,area_R81,area_R82,area_R83,area_R84,area_R85,area_R86,area_R87,area_R88,area_R89,area_R90,area_R91,area_R92,area_R93,area_R94,area_R95,area_R96,area_R97,area_R98,area_R99,area_R100,area_R101,area_R102,area_R103,area_R104,area_R105,area_R106,area_R107,area_R108,area_R109,area_R110,area_R111,area_R112,area_R113,area_R114,area_R115,area_R116,area_R117,area_R118,area_R119,area_R120,area_R121,area_R122,area_R123,area_R124,area_R125,area_R126,area_R127,area_R128,area_R129,area_R130,area_R131,area_R132,area_R133,area_R134,area_R135,area_R136,area_R137,area_R138,area_R139,area_R140,area_R141,area_R142,area_R143,area_R144,area_R145,area_R146,area_R147,area_R148,area_R149,area_R150,area_R151,area_R152,area_R153,area_R154,area_R155,area_R156,area_R157,area_R158,area_R159,area_R160,area_R161,area_R162,area_R163,area_R164,area_R165,area_R166,area_R167,area_R168,area_R169,area_R170,area_R171,area_R172,area_R173,area_R174,area_R175,area_R176,area_R177,area_R178,area_R179,area_R180,area_R181,area_R182,area_R183,area_R184,area_R185,area_R186,area_R187,area_R188,area_R189,area_R190,area_R191,area_R192,area_R193,area_R194,area_R195,area_R196,area_R197,area_R198,area_R199,area_R200,area_R201,area_R202,area_R203,area_R204,area_R205,area_R206,area_R207,area_R208,area_R209,area_R210,area_R211,area_R212,area_R213,area_R214,area_R215,area_R216,area_R217,area_R218,area_R219,area_R220,area_R221,area_R222,area_R223,area_R224,area_R225,area_R226,area_R227,area_R228,area_R229,area_R230,area_R231,area_R232,area_R233,area_R234,area_R235,area_R236,area_R237,area_R238,area_R239,area_R240,area_R241,area_R242,area_R243,area_R244,area_R245,area_R246,area_R247,area_R248,area_R249,area_R250,area_R251,area_R252,area_R253,area_R254,area_R255,area_R256,area_R257,area_R258,area_R259,area_R260,area_R261,area_R262,area_R263,area_R264,area_R265,area_R266,area_R267,area_R268,area_R269,area_R270,area_R271,area_R272,area_R273,area_R274,area_R275,area_R276,area_R277,area_R278,area_R279,area_R280,area_R281,area_R282,area_R283,area_R284,area_R285,area_R286,area_R287,area_R288,area_R289,area_R290,area_R291,area_R292,area_R293,area_R294,area_R295,area_R296,area_R297,area_R298,area_R299,area_R300,area_R301,area_R302,area_R303,area_R304,area_R305,area_R306,area_R307,area_R308,area_R309,area_R310,area_R311,area_R312,area_R313,area_R314,area_R315,area_R316,area_R317,area_R318,area_R319,area_R320,area_R321,area_R322,area_R323,area_R324,area_R325,area_R326,area_R327,area_R328,area_R329,area_R330,area_R331,area_R332,area_R333,area_R334,area_R335,area_R336,area_R337,area_R338,area_R339,area_R340,area_R341,area_R342,area_R343,area_R344,area_R345,area_R346,area_R347,area_R348,area_R349,area_R350,area_R351,area_R352,area_R353,area_R354,area_R355,area_R356,area_R357,area_R358,area_R359,area_R360,area_R361,area_R362,area_R363,area_R364,area_R365,area_R366,area_R367,area_R368,area_R369,area_R370,area_R371,area_R372,area_R373,area_R374,area_R375,area_R376,area_R377,area_R378,area_R379,area_R380,area_R381,area_R382,area_R383,area_R384,area_R385,area_R386,area_R387,area_R388,area_R389,area_R390,area_R391,area_R392,area_R393,area_R394,area_R395,area_R396,area_R397,area_R398,area_R399,area_R400,area_R401,area_R402,area_R403,area_R404,area_R405,area_R406,area_R407,area_R408,area_R409,area_R410,area_R411,area_R412,area_R413,area_R414,area_R415,area_R416,area_R417,area_R418,area_R419,area_R420,area_R421,area_R422,area_R423,area_R424,area_R425,area_R426,area_R427,area_R428,area_R429,area_R430,area_R431,area_R432,area_R433,area_R434,area_R435,area_R436,area_R437,area_R438,area_R439,area_R440,area_R441,area_R442,area_R443,area_R444,area_R445,area_R446,area_R447,area_R448,area_R449,area_R450,area_R451,area_R452,area_R453,area_R454,area_R455,area_R456,area_R457,area_R458,area_R459,area_R460,area_R461,area_R462,area_R463,area_R464,area_R465,area_R466,area_R467,area_R468,area_R469,area_R470,area_R471,area_R472,area_R473,area_R474,area_R475,area_R476,area_R477,area_R478,area_R479,area_R480,area_R481,area_R482,area_R483,area_R484,area_R485,area_R486,area_R487,area_R488,area_R489,area_R490,area_R491,area_R492,area_R493,area_R494,area_R495,area_R496,area_R497,area_R498,area_R499,area_R500
50,150,9,76,76,100.0,Y,1,0,1,149,15.51,15.51,2325,12,12,29,5,10,20,17,10,13,19,6,18,18,18,8,18,11,19,24,25,9,23,8,28,29,9,5,7,22,9,19,6,14,14,20,11,39,6,19,19,8,13,28,29,5,11,32,19,24,19,17,28,12,12,12,13,24,9,17,9,13,11,14,19,15,4,13,12,26,15,14,14,8,26,8,12,20,4,14,22,9,21,5,13,10,8,5,15,28,27,15,10,12,17,26,10,34,36,14,18,18,19,21,6,16,19,6,6,11,8,7,14,20,6,19,6,39,15,8,8,12,8,14,12,11,28,8,20,9,7,13,16,18,27,11,18,14,42,16,12,12,7,20,30,10,25,5,11,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,10,95,95,100.0,Y,1,0,6,149,15.54,15.54,2325,13,31,22,9,11,10,21,12,36,6,33,9,12,14,10,10,12,11,17,5,24,22,13,12,17,13,23,9,15,10,3,13,54,18,13,15,16,12,19,20,10,4,14,4,10,6,12,12,33,11,16,9,4,7,12,8,21,16,10,13,12,16,22,20,13,18,7,27,14,9,17,30,14,6,16,45,15,71,17,22,13,21,8,16,11,12,12,13,13,4,8,20,16,19,11,15,39,6,61,13,7,9,16,16,6,27,20,11,12,12,16,14,14,12,26,41,26,14,8,23,18,23,11,8,9,11,6,13,7,10,13,15,8,3,28,15,7,12,8,5,7,9,12,23,12,19,15,28,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,11,121,121,99.96,Y,2,1,10,147,15.57,15.57,2324,12,15,8,21,16,10,18,17,18,12,21,15,9,6,10,34,10,30,9,14,15,16,34,25,7,17,12,4,8,34,9,14,33,10,21,28,16,20,35,18,15,18,18,14,19,11,10,19,20,6,7,16,19,7,20,13,23,17,15,16,12,23,29,6,13,13,11,7,12,11,17,11,20,18,9,13,17,12,28,7,25,16,10,10,16,20,20,10,12,13,14,4,15,14,11,10,7,14,24,12,13,20,21,17,18,13,13,12,18,23,20,8,16,12,15,9,15,13,10,10,16,14,26,9,7,19,9,13,16,10,14,10,12,25,17,18,15,18,10,18,13,14,16,6,28,60,7,18,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,12,101,101,98.92,N,3,4,10,143,15.44,15.44,2300,11,16,15,22,24,10,16,18,13,23,27,18,12,10,14,16,29,20,18,8,21,11,16,16,13,13,15,6,20,9,25,9,21,10,16,11,16,9,17,14,24,17,16,9,7,50,16,12,16,9,10,12,28,16,13,11,14,7,14,14,7,26,42,7,15,11,39,11,12,14,21,8,12,15,11,14,15,6,16,18,15,11,10,12,13,11,9,20,39,15,13,9,23,11,12,13,14,14,11,16,22,7,19,9,9,41,41,16,14,26,12,16,11,14,9,18,15,12,15,17,20,24,13,14,12,5,8,6,33,12,15,22,12,15,29,10,9,8,10,11,13,11,12,18,17,4,10,10,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,13,76,76,100.0,Y,0,0,5,150,15.53,15.53,2325,10,6,12,14,15,15,11,8,15,20,22,12,24,12,21,7,12,10,11,16,8,22,9,27,10,11,10,14,21,16,17,20,8,10,23,19,7,17,10,14,8,14,13,16,12,30,12,9,26,16,14,6,6,18,9,20,21,6,17,6,21,16,10,14,10,10,27,43,11,10,14,12,22,25,17,14,13,7,19,17,17,9,17,15,9,31,8,10,8,9,21,10,15,20,8,34,35,19,45,6,23,13,22,22,17,16,10,7,16,11,18,11,20,22,6,45,15,11,17,9,42,14,19,6,11,20,19,18,19,19,11,8,7,22,15,23,6,27,8,24,14,13,14,15,14,21,15,12,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,14,123,123,100.0,Y,2,1,7,147,15.55,15.55,2325,21,4,13,11,14,22,25,12,9,14,8,12,15,15,17,14,8,12,18,84,18,10,19,13,18,18,14,12,20,11,9,16,15,9,18,14,31,13,14,14,20,8,39,10,17,9,19,5,9,14,6,9,12,17,9,14,19,15,10,14,10,21,9,18,15,16,25,18,19,22,23,14,10,17,10,14,45,15,11,11,11,11,7,10,25,12,33,9,24,13,25,8,10,18,7,16,17,17,12,13,7,46,12,9,8,14,13,12,14,6,21,7,6,15,17,10,17,6,14,23,20,3,11,25,12,18,35,8,16,18,8,6,15,20,10,9,17,22,22,31,7,10,39,14,11,17,25,19,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,15,113,113,99.91,Y,2,1,10,147,15.55,15.55,2323,29,16,26,26,22,14,4,19,6,20,17,17,22,14,16,11,20,9,11,15,16,17,7,8,13,21,16,13,15,14,15,18,19,12,15,18,19,22,8,37,13,23,17,9,26,10,11,8,9,13,56,8,15,12,16,19,8,23,22,16,12,19,13,21,11,10,6,13,11,23,30,14,9,24,15,9,35,9,11,10,11,19,5,19,13,14,18,15,13,14,19,11,20,14,54,19,5,19,11,10,8,7,12,9,13,13,14,14,9,12,12,7,6,27,5,19,13,16,26,17,14,14,8,9,45,18,26,8,29,11,14,13,11,11,14,23,14,15,15,15,15,10,29,11,5,15,6,8,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,16,77,77,100.0,Y,3,0,9,147,15.56,15.56,2325,24,20,11,7,6,20,27,38,16,16,5,27,36,12,9,18,10,4,17,10,11,29,16,15,11,9,25,10,19,24,17,17,27,14,21,12,15,20,13,9,6,28,11,24,11,15,13,24,21,5,28,5,7,13,11,10,12,6,17,15,42,18,21,45,17,18,39,7,8,17,13,12,23,10,10,12,18,17,17,18,8,12,24,14,20,13,14,17,11,15,14,7,13,7,7,12,10,10,34,12,22,15,26,5,7,5,29,17,9,23,16,9,16,9,16,13,13,5,18,34,20,9,12,12,15,4,21,24,27,11,4,10,11,13,6,11,5,8,7,25,7,38,19,9,12,26,20,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,17,98,98,100.0,Y,0,0,5,150,15.53,15.53,2325,14,18,38,9,14,10,40,14,12,18,17,17,19,13,37,39,10,9,10,23,12,18,13,17,11,12,13,19,11,12,12,16,6,7,22,13,10,13,15,10,22,11,10,13,15,27,19,11,10,28,17,12,14,9,17,8,16,15,8,6,17,20,10,12,15,17,15,14,24,8,27,12,10,7,10,14,10,9,14,11,3,15,14,6,7,8,15,12,14,14,21,13,12,29,13,13,13,16,13,10,13,3,15,15,10,18,13,19,49,15,79,22,24,9,17,13,25,8,18,13,28,20,15,13,4,9,13,16,13,9,8,9,58,24,13,13,17,26,15,15,15,25,12,8,4,14,12,5,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,18,225,225,99.83,N,2,0,6,148,15.52,15.52,2321,21,9,21,13,10,25,13,27,9,13,8,6,18,6,8,18,12,10,23,28,22,9,20,8,10,16,10,16,10,17,20,12,41,12,20,14,27,14,12,13,18,8,18,5,10,13,15,17,17,15,15,30,7,20,20,9,22,6,11,13,13,8,14,8,26,11,8,12,29,13,12,112,8,8,7,18,11,24,14,25,8,10,18,19,10,9,11,23,8,18,11,15,25,30,14,26,17,7,10,10,29,26,19,31,12,9,9,16,22,10,8,9,15,8,24,8,6,6,15,12,12,2,11,19,32,13,18,38,16,7,6,12,11,39,28,11,17,5,7,10,9,13,16,11,8,7,33,17,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,150,19,96,96,100.0,Y,0,0,0,150,15.5,15.5,2325,24,11,18,11,15,15,13,13,14,5,18,13,19,9,12,20,23,12,23,8,6,13,17,9,13,12,7,16,25,39,4,15,25,23,7,13,9,12,54,22,15,10,22,10,16,10,7,12,9,17,14,19,13,11,21,18,18,16,15,22,12,19,15,11,38,10,22,15,11,26,9,18,17,10,15,14,9,10,6,16,15,22,15,6,8,4,11,12,10,10,20,17,14,11,6,13,24,23,16,13,5,27,16,11,19,20,14,9,23,10,29,75,9,10,14,2,6,5,18,15,28,14,12,16,13,19,16,15,15,18,25,52,17,11,14,13,22,18,9,14,14,6,19,19,13,4,17,6,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
